xR,f_HI,f_HI_siglow,f_HI_sighi,M_HI,M_HI_siglow,M_HI_sighi,f_CII,f_CII_siglow,f_CII_sighi,M_CII,M_CII_siglow,M_CII_sighi,f_CIV,f_CIV_siglow,f_CIV_sighi,M_CIV,M_CIV_siglow,M_CIV_sighi,f_SiII,f_SiII_siglow,f_SiII_sighi,M_SiII,M_SiII_siglow,M_SiII_sighi,f_SiIII,f_SiIII_siglow,f_SiIII_sighi,M_SiIII,M_SiIII_siglow,M_SiIII_sighi,f_SiIV,f_SiIV_siglow,f_SiIV_sighi,M_SiIV,M_SiIV_siglow,M_SiIV_sighi
0.3357035250656098,0.667142857142857,-0.1499999999999999,0.122857142857143,34953.85,-15151.99,27391.92,0.38,-0.08142857142857146,0.0942857142857142,13067.33,-3447.0,4460.43,0.43999999999999995,-0.06999999999999995,0.07999999999999996,9734.24,-1806.07,2206.19,0.2614285714285714,-0.04000000000000001,0.04428571428571426,1887.32,-237.5,255.95,0.4971428571428571,-0.08000000000000002,0.07999999999999996,2727.3,-480.24,578.73,0.32,-0.07,0.09000000000000002,2506.68,-555.92,670.77
0.34393392792661526,0.6757142857142857,-0.15000000000000002,0.12142857142857133,35449.08,-15275.76,27620.1,0.38999999999999996,-0.0828571428571428,0.0957142857142857,13426.25,-3519.52,4554.26,0.44999999999999996,-0.07,0.08000000000000007,9965.83,-1840.14,2241.97,0.27,-0.040000000000000036,0.04571428571428565,1953.02,-242.96,261.83,0.5085714285714286,-0.08000000000000002,0.07999999999999996,2784.81,-487.08,588.36,0.33,-0.07142857142857145,0.08999999999999997,2583.5,-572.15,691.2
0.35236611458253686,0.6842857142857143,-0.14857142857142858,0.11857142857142844,35945.84,-15372.65,27769.31,0.4,-0.08428571428571435,0.09714285714285709,13796.23,-3607.98,4625.14,0.4614285714285714,-0.07,0.07999999999999996,10202.8,-1874.96,2275.16,0.27999999999999997,-0.04000000000000001,0.04714285714285715,2020.26,-248.76,267.91,0.52,-0.08000000000000007,0.07999999999999985,2845.69,-497.9,594.26,0.33999999999999997,-0.07285714285714284,0.09000000000000002,2663.67,-590.75,710.47
0.361005032142353,0.6928571428571428,-0.14714285714285713,0.1171428571428571,36460.56,-15509.71,27801.53,0.41,-0.08571428571428574,0.09857142857142859,14171.35,-3675.72,4698.07,0.47285714285714275,-0.0699999999999999,0.08000000000000007,10437.43,-1899.82,2311.07,0.29,-0.04000000000000001,0.04857142857142854,2089.75,-255.56,273.0,0.53,-0.08000000000000002,0.07999999999999996,2905.02,-506.04,604.92,0.35,-0.07428571428571429,0.08999999999999997,2745.4,-608.85,727.04
0.369855749002717,0.7014285714285714,-0.1457142857142858,0.11571428571428566,36964.91,-15617.16,27967.52,0.42,-0.08714285714285713,0.10000000000000003,14552.62,-3755.15,4773.52,0.4842857142857142,-0.06999999999999995,0.08000000000000007,10680.31,-1939.47,2338.29,0.3,-0.03999999999999998,0.04999999999999999,2160.14,-261.41,278.44,0.54,-0.08000000000000007,0.07999999999999996,2965.41,-516.06,612.57,0.36,-0.07571428571428573,0.08999999999999997,2828.17,-629.26,746.08
0.3789234578215516,0.71,-0.14428571428571424,0.11428571428571421,37452.5,-15686.93,28039.09,0.43,-0.08857142857142858,0.09857142857142859,14933.31,-3825.22,4852.25,0.49571428571428566,-0.06999999999999995,0.07999999999999996,10917.7,-1966.86,2374.77,0.30999999999999994,-0.039999999999999925,0.050000000000000044,2232.6,-267.68,285.39,0.55,-0.08000000000000007,0.07999999999999996,3026.85,-527.15,619.45,0.3714285714285714,-0.07714285714285712,0.09000000000000002,2910.86,-646.41,770.61
0.3882134785645482,0.7199999999999999,-0.1428571428571428,0.11142857142857154,37952.82,-15812.65,28150.87,0.43999999999999995,-0.08999999999999997,0.0971428571428572,15324.88,-3903.91,4946.92,0.5071428571428571,-0.06999999999999995,0.07999999999999996,11163.61,-2011.37,2414.72,0.32,-0.041428571428571426,0.04999999999999999,2306.88,-274.24,292.0,0.5599999999999999,-0.07999999999999996,0.07999999999999996,3085.86,-536.89,629.68,0.38285714285714284,-0.07857142857142863,0.08999999999999991,2997.46,-666.47,791.31
0.3977312616263558,0.7299999999999999,-0.14142857142857135,0.10857142857142865,38442.77,-15897.29,28183.38,0.44999999999999996,-0.08999999999999997,0.09571428571428575,15722.33,-3992.65,5020.76,0.5185714285714286,-0.07,0.07999999999999985,11400.57,-2037.92,2458.6,0.33,-0.04285714285714287,0.04999999999999993,2382.71,-280.8,297.93,0.57,-0.08000000000000002,0.07999999999999985,3145.06,-545.3,639.59,0.3942857142857143,-0.08000000000000007,0.08999999999999991,3084.16,-687.24,812.83
0.4074823910282919,0.7385714285714284,-0.13857142857142857,0.10571428571428587,38920.84,-15991.5,28299.3,0.4614285714285714,-0.09000000000000002,0.0942857142857143,16117.01,-4054.96,5121.38,0.53,-0.07000000000000006,0.07999999999999996,11651.1,-2070.51,2488.26,0.34142857142857136,-0.044285714285714206,0.050000000000000044,2461.02,-288.06,306.54,0.58,-0.07999999999999996,0.07999999999999985,3204.81,-553.99,650.42,0.4057142857142857,-0.08000000000000002,0.08999999999999997,3170.45,-705.3,840.8
0.41747258769445195,0.7471428571428571,-0.13714285714285712,0.10428571428571431,39383.9,-16044.1,28398.1,0.47285714285714275,-0.08999999999999991,0.09285714285714297,16517.85,-4132.72,5225.15,0.54,-0.07000000000000006,0.07999999999999996,11899.75,-2104.11,2525.28,0.3528571428571428,-0.04571428571428565,0.050000000000000044,2540.42,-295.42,312.75,0.5899999999999999,-0.07857142857142851,0.08000000000000007,3265.43,-563.7,660.7,0.4171428571428571,-0.08000000000000002,0.09000000000000002,3258.85,-727.29,871.03
0.4277077128081375,0.7557142857142857,-0.13571428571428568,0.10142857142857153,39832.57,-16097.97,28479.87,0.4842857142857142,-0.08999999999999991,0.09142857142857141,16927.08,-4211.79,5298.99,0.5514285714285714,-0.06999999999999995,0.08000000000000007,12149.21,-2139.24,2556.58,0.36428571428571427,-0.04714285714285715,0.04999999999999999,2622.67,-303.81,320.9,0.6014285714285713,-0.07714285714285707,0.07857142857142863,3325.12,-572.45,672.23,0.42857142857142855,-0.08000000000000002,0.09000000000000002,3351.16,-749.93,896.7
0.4381937712505748,0.7642857142857142,-0.13428571428571423,0.09857142857142853,40272.99,-16175.85,28576.21,0.49571428571428566,-0.08999999999999986,0.08999999999999997,17333.2,-4287.38,5380.45,0.5628571428571428,-0.07,0.0785714285714284,12398.43,-2172.59,2599.45,0.37571428571428567,-0.04857142857142849,0.050000000000000044,2706.02,-309.91,330.68,0.6128571428571429,-0.07571428571428573,0.07714285714285707,3385.5,-583.52,682.24,0.4414285714285714,-0.07999999999999996,0.09000000000000008,3445.09,-775.88,923.09
0.44893691512393946,0.7728571428571429,-0.13142857142857145,0.09571428571428553,40729.25,-16254.13,28668.51,0.5071428571428571,-0.08999999999999997,0.08999999999999997,17753.03,-4361.84,5486.12,0.5742857142857143,-0.06999999999999995,0.07714285714285696,12656.33,-2218.54,2640.26,0.38857142857142857,-0.04999999999999999,0.04999999999999999,2792.82,-318.71,339.4,0.6242857142857143,-0.07428571428571429,0.07571428571428562,3449.05,-596.06,691.38,0.45285714285714285,-0.08000000000000002,0.08999999999999997,3541.24,-802.34,950.43
0.4599434473607544,0.7814285714285714,-0.12857142857142856,0.0942857142857143,41223.45,-16338.41,28718.17,0.52,-0.08999999999999997,0.08999999999999997,18164.52,-4436.43,5603.17,0.5857142857142856,-0.06999999999999995,0.07571428571428562,12916.19,-2257.77,2679.89,0.4014285714285714,-0.04999999999999999,0.04999999999999999,2880.87,-327.2,349.04,0.6357142857142857,-0.07285714285714273,0.07428571428571429,3509.69,-605.38,704.03,0.4642857142857143,-0.08000000000000007,0.08999999999999997,3639.07,-832.83,976.4
0.47121982542177965,0.7885714285714285,-0.12571428571428567,0.09142857142857141,41661.07,-16363.15,28801.83,0.5328571428571429,-0.08857142857142858,0.08999999999999997,18598.92,-4520.0,5725.26,0.5971428571428571,-0.06999999999999995,0.07428571428571429,13174.17,-2289.8,2713.98,0.41428571428571426,-0.04999999999999999,0.050000000000000044,2971.53,-336.01,358.37,0.6471428571428572,-0.0714285714285714,0.07285714285714262,3569.94,-613.76,715.26,0.4771428571428571,-0.08000000000000002,0.09000000000000008,3739.27,-857.21,1002.97
0.48277266508456235,0.797142857142857,-0.12428571428571422,0.08857142857142852,42106.55,-16443.79,28862.31,0.5442857142857143,-0.08714285714285708,0.09000000000000008,19047.02,-4623.39,5792.24,0.6085714285714285,-0.06999999999999995,0.07285714285714284,13430.5,-2323.08,2754.76,0.4271428571428571,-0.04999999999999993,0.04999999999999999,3064.34,-346.66,368.26,0.6585714285714285,-0.06999999999999984,0.0714285714285714,3630.65,-625.72,728.43,0.49,-0.08000000000000007,0.08857142857142852,3840.02,-883.96,1037.01
0.4946087443248701,0.8057142857142857,-0.12142857142857144,0.08571428571428563,42555.69,-16537.64,28822.16,0.5571428571428572,-0.08571428571428574,0.08857142857142841,19491.08,-4709.29,5892.06,0.6214285714285714,-0.06999999999999995,0.0714285714285714,13687.85,-2363.52,2800.9,0.43999999999999995,-0.04999999999999993,0.050000000000000044,3157.61,-355.02,382.59,0.6699999999999999,-0.06999999999999995,0.06999999999999995,3691.28,-635.18,740.55,0.5028571428571429,-0.08000000000000007,0.08714285714285697,3942.86,-912.96,1067.32
0.5067350072932859,0.8142857142857143,-0.11857142857142855,0.0842857142857143,42987.38,-16573.49,28851.69,0.57,-0.08428571428571419,0.08714285714285708,19939.55,-4803.16,5985.16,0.6328571428571429,-0.06999999999999995,0.06999999999999995,13949.1,-2403.84,2847.4,0.4528571428571428,-0.04999999999999993,0.0500000000000001,3255.66,-366.94,392.89,0.6799999999999999,-0.06999999999999995,0.06857142857142862,3751.5,-643.79,753.65,0.5171428571428571,-0.08000000000000002,0.08571428571428563,4049.49,-949.14,1094.66
0.5191585683892952,0.8214285714285714,-0.11571428571428566,0.0814285714285714,43428.31,-16659.26,28921.44,0.5828571428571427,-0.08285714285714274,0.08571428571428574,20375.52,-4873.0,6115.62,0.6442857142857144,-0.06999999999999995,0.06999999999999973,14214.36,-2436.83,2895.88,0.4671428571428571,-0.04999999999999993,0.050000000000000044,3355.27,-378.1,405.58,0.69,-0.0685714285714285,0.06714285714285717,3815.5,-657.97,764.44,0.53,-0.07857142857142868,0.0842857142857143,4155.87,-980.23,1130.58
0.5318867164352584,0.8285714285714285,-0.11285714285714277,0.07857142857142863,43813.09,-16684.42,28968.93,0.5971428571428571,-0.0814285714285714,0.0842857142857143,20846.06,-4974.9,6216.8,0.6557142857142856,-0.0685714285714284,0.06857142857142862,14491.28,-2487.56,2939.68,0.4799999999999999,-0.04857142857142854,0.0500000000000001,3458.17,-390.86,417.75,0.7,-0.06714285714285717,0.06571428571428573,3877.49,-668.48,777.76,0.5442857142857143,-0.07714285714285718,0.08285714285714274,4264.43,-1011.51,1167.29
0.5449269189527148,0.8357142857142857,-0.11000000000000021,0.07571428571428573,44231.18,-16689.66,29058.11,0.61,-0.07999999999999996,0.08285714285714285,21318.15,-5084.1,6314.43,0.667142857142857,-0.06714285714285706,0.06714285714285706,14765.56,-2537.91,2986.95,0.4942857142857142,-0.04714285714285715,0.050000000000000044,3562.92,-400.87,430.68,0.7114285714285714,-0.06571428571428584,0.06428571428571439,3941.28,-680.49,789.34,0.5585714285714286,-0.07571428571428579,0.08142857142857118,4372.77,-1042.51,1208.13
0.5582868265435296,0.8442857142857143,-0.10714285714285732,0.07285714285714273,44639.41,-16698.18,29055.13,0.6228571428571428,-0.07999999999999996,0.0814285714285714,21776.12,-5155.34,6471.75,0.6799999999999999,-0.06571428571428561,0.06571428571428573,15039.51,-2596.68,3034.41,0.5099999999999999,-0.045714285714285596,0.04857142857142871,3670.52,-414.95,444.59,0.7228571428571428,-0.06428571428571428,0.06285714285714294,4001.97,-688.09,805.82,0.5714285714285714,-0.07428571428571429,0.07999999999999996,4487.68,-1080.84,1245.11
0.5719742773784517,0.8514285714285714,-0.10285714285714287,0.06999999999999984,45039.83,-16705.59,29080.41,0.637142857142857,-0.0785714285714284,0.07857142857142863,22258.74,-5246.06,6601.0,0.6928571428571428,-0.06428571428571428,0.06428571428571428,15306.34,-2635.79,3094.85,0.5242857142857142,-0.04428571428571432,0.04714285714285715,3779.9,-429.53,461.17,0.7342857142857142,-0.06285714285714294,0.0614285714285715,4062.93,-697.38,818.56,0.5857142857142856,-0.07285714285714284,0.07857142857142851,4603.3,-1120.64,1291.15
0.5859973017957172,0.8585714285714285,-0.09999999999999998,0.06714285714285684,45454.94,-16739.75,29078.67,0.6499999999999999,-0.07714285714285707,0.07714285714285707,22751.03,-5347.6,6751.19,0.7042857142857142,-0.06285714285714283,0.06285714285714306,15591.2,-2690.56,3140.0,0.5399999999999999,-0.042857142857142816,0.04571428571428582,3892.67,-441.75,477.15,0.7457142857142857,-0.0614285714285715,0.05857142857142861,4125.95,-710.03,829.92,0.6014285714285714,-0.0714285714285714,0.07714285714285707,4718.56,-1157.01,1333.22
0.6003641270123972,0.8657142857142855,-0.09571428571428553,0.06285714285714283,45840.14,-16751.18,29144.26,0.6642857142857143,-0.07571428571428573,0.07571428571428562,23237.31,-5440.88,6881.0,0.7157142857142856,-0.0614285714285715,0.060000000000000164,15876.63,-2744.65,3194.8,0.5571428571428572,-0.04142857142857148,0.04428571428571426,4009.18,-458.47,494.51,0.7571428571428571,-0.05857142857142872,0.05714285714285716,4189.91,-724.37,843.38,0.6157142857142857,-0.06999999999999995,0.07571428571428573,4840.29,-1197.17,1373.43
0.615083181951252,0.8728571428571428,-0.09142857142857141,0.06000000000000005,46235.64,-16752.98,29167.48,0.6785714285714286,-0.0742857142857144,0.07428571428571429,23729.11,-5533.45,7042.5,0.7285714285714284,-0.0585714285714285,0.05714285714285727,16154.65,-2792.71,3262.48,0.5728571428571428,-0.040000000000000036,0.04285714285714293,4127.83,-473.25,513.85,0.7685714285714286,-0.05714285714285716,0.055714285714285716,4253.56,-736.76,857.35,0.6314285714285715,-0.06999999999999995,0.07428571428571418,4960.93,-1238.91,1425.25
0.6301631021859249,0.8799999999999999,-0.08857142857142863,0.05714285714285716,46633.01,-16789.07,29129.24,0.6914285714285714,-0.07285714285714284,0.07142857142857151,24245.19,-5654.36,7191.92,0.7414285714285713,-0.05714285714285705,0.055714285714285716,16443.22,-2856.68,3336.09,0.59,-0.040000000000000036,0.04142857142857148,4249.14,-491.58,532.5,0.78,-0.05571428571428594,0.05428571428571427,4317.27,-751.09,872.98,0.6457142857142857,-0.0685714285714285,0.07285714285714273,5082.08,-1275.02,1476.63
0.645612735007378,0.887142857142857,-0.08428571428571419,0.05428571428571438,47011.61,-16766.23,29221.74,0.7057142857142856,-0.06999999999999995,0.06857142857142862,24773.76,-5791.56,7323.03,0.7542857142857143,-0.055714285714285716,0.05428571428571416,16730.44,-2909.59,3410.05,0.6071428571428572,-0.04000000000000015,0.039999999999999925,4372.89,-510.33,553.66,0.7914285714285714,-0.05428571428571427,0.0514285714285716,4381.47,-765.46,885.97,0.6614285714285715,-0.06714285714285717,0.06999999999999984,5207.74,-1315.96,1527.49
0.6614411446145388,0.8928571428571428,-0.07999999999999996,0.05142857142857138,47415.11,-16810.64,29157.1,0.72,-0.06714285714285717,0.06571428571428573,25300.09,-5910.46,7451.2,0.7671428571428571,-0.05428571428571438,0.05142857142857149,17022.24,-2965.16,3475.66,0.6242857142857143,-0.04000000000000015,0.040000000000000036,4500.54,-531.72,572.52,0.8028571428571428,-0.05142857142857149,0.0485714285714286,4444.88,-777.58,901.69,0.6785714285714286,-0.06571428571428584,0.06714285714285706,5337.74,-1360.13,1581.07
0.6776576174322083,0.9,-0.07571428571428562,0.04857142857142849,47808.0,-16872.58,29172.72,0.7342857142857142,-0.06571428571428573,0.06285714285714283,25821.61,-6039.94,7619.78,0.7799999999999999,-0.05142857142857149,0.04857142857142871,17315.33,-3027.46,3524.84,0.6428571428571429,-0.040000000000000036,0.03857142857142859,4631.35,-551.87,596.06,0.8142857142857143,-0.04857142857142871,0.04571428571428571,4505.92,-786.29,924.13,0.6942857142857142,-0.06428571428571439,0.06571428571428584,5465.47,-1397.49,1639.39
0.6942716675593441,0.9071428571428573,-0.0714285714285714,0.045714285714285485,48181.51,-16875.27,29217.05,0.75,-0.06285714285714294,0.05999999999999994,26368.01,-6170.79,7777.38,0.7928571428571428,-0.0485714285714286,0.04571428571428571,17611.8,-3085.15,3599.76,0.6614285714285715,-0.0385714285714287,0.03714285714285703,4767.65,-574.91,616.34,0.8257142857142857,-0.04571428571428582,0.04428571428571426,4568.88,-801.26,947.17,0.71,-0.0614285714285715,0.06285714285714294,5601.75,-1449.86,1696.14
0.7112930423509216,0.9128571428571429,-0.0685714285714285,0.042857142857142705,48555.07,-16864.0,29151.99,0.7642857142857142,-0.06000000000000005,0.05714285714285727,26924.35,-6297.99,7958.15,0.8071428571428572,-0.04571428571428582,0.04428571428571415,17906.76,-3152.23,3673.39,0.6799999999999999,-0.037142857142857144,0.0357142857142857,4904.57,-596.82,642.8,0.8371428571428572,-0.044285714285714484,0.04142857142857126,4634.55,-818.18,962.92,0.7271428571428571,-0.0585714285714285,0.06000000000000005,5737.04,-1495.35,1753.89
0.7287317281366433,0.92,-0.06428571428571428,0.039999999999999925,48930.01,-16879.42,29122.66,0.78,-0.05714285714285727,0.052857142857142936,27476.71,-6434.63,8147.82,0.82,-0.04428571428571437,0.04142857142857148,18203.09,-3208.72,3747.87,0.7,-0.0357142857142857,0.034285714285714364,5046.48,-621.06,666.7,0.8485714285714285,-0.04142857142857148,0.03857142857142859,4701.55,-835.5,981.66,0.7442857142857143,-0.05571428571428583,0.05714285714285705,5874.7,-1544.78,1823.08
0.7465979560798532,0.9271428571428572,-0.06000000000000005,0.037142857142857144,49311.74,-16852.97,29174.72,0.7957142857142857,-0.052857142857142825,0.04999999999999993,28044.07,-6580.27,8286.7,0.8328571428571427,-0.04142857142857148,0.03857142857142859,18492.51,-3278.12,3828.67,0.72,-0.034285714285714364,0.03285714285714292,5190.71,-649.24,697.15,0.8599999999999999,-0.03857142857142848,0.03571428571428581,4768.74,-856.63,999.73,0.7628571428571428,-0.052857142857142936,0.052857142857142936,6015.98,-1596.39,1886.71
0.7649022081800944,0.9328571428571428,-0.055714285714285716,0.03285714285714292,49692.35,-16878.66,29145.44,0.8114285714285715,-0.050000000000000044,0.04714285714285704,28599.66,-6720.87,8498.81,0.8471428571428571,-0.03857142857142859,0.0357142857142857,18798.55,-3354.09,3906.51,0.74,-0.03285714285714292,0.029999999999999916,5339.42,-678.69,727.91,0.8714285714285713,-0.0357142857142857,0.034285714285714364,4832.71,-872.55,1025.99,0.7814285714285714,-0.050000000000000044,0.050000000000000044,6160.16,-1656.92,1959.47
0.783655223422828,0.9399999999999998,-0.05142857142857127,0.030000000000000138,50064.7,-16918.35,29092.89,0.8285714285714285,-0.04714285714285715,0.04285714285714293,29158.19,-6850.04,8750.42,0.8599999999999999,-0.03571428571428559,0.03285714285714292,19110.13,-3438.53,3962.01,0.7614285714285715,-0.030000000000000138,0.027142857142857135,5491.86,-708.92,759.38,0.8828571428571428,-0.034285714285714364,0.03142857142857158,4900.11,-892.73,1046.31,0.7985714285714286,-0.047142857142857264,0.045714285714285596,6305.61,-1710.59,2031.14
0.8028680040799291,0.9457142857142856,-0.04714285714285704,0.027142857142857246,50436.4,-16913.24,29067.47,0.8442857142857142,-0.042857142857142816,0.040000000000000036,29756.32,-7028.81,8957.63,0.8728571428571428,-0.03285714285714281,0.030000000000000138,19421.44,-3517.04,4052.2,0.7828571428571428,-0.027142857142857135,0.02571428571428569,5649.63,-740.27,792.24,0.8942857142857142,-0.03142857142857147,0.02857142857142858,4968.5,-913.13,1061.01,0.8171428571428572,-0.04285714285714304,0.04142857142857137,6456.32,-1769.32,2102.85
0.8225518221646447,0.9514285714285713,-0.042857142857142816,0.024285714285714466,50803.42,-16929.5,29024.1,0.8599999999999999,-0.039999999999999925,0.03571428571428581,30371.82,-7215.01,9126.9,0.8871428571428571,-0.030000000000000138,0.027142857142857135,19728.24,-3594.95,4151.21,0.8042857142857143,-0.0257142857142858,0.024285714285714355,5809.56,-771.68,826.23,0.9057142857142857,-0.02857142857142858,0.02571428571428569,5035.54,-934.24,1079.26,0.8357142857142857,-0.040000000000000036,0.03857142857142848,6604.38,-1827.72,2181.11
0.8427182260448126,0.9585714285714285,-0.037142857142857255,0.021428571428571574,51177.29,-16941.8,28985.65,0.8771428571428571,-0.03571428571428581,0.03142857142857147,30980.21,-7379.65,9339.91,0.8999999999999999,-0.027142857142857024,0.02285714285714291,20040.78,-3676.14,4251.69,0.8271428571428572,-0.02285714285714291,0.021428571428571352,5970.93,-805.04,864.05,0.917142857142857,-0.02571428571428558,0.02285714285714291,5099.7,-950.96,1101.16,0.8542857142857143,-0.03571428571428581,0.03428571428571425,6753.55,-1882.71,2270.53
0.863379047218213,0.9642857142857142,-0.03285714285714281,0.018571428571428794,51519.65,-16921.61,28985.69,0.8942857142857142,-0.03142857142857147,0.02857142857142858,31575.17,-7519.34,9598.56,0.9142857142857143,-0.02285714285714291,0.020000000000000018,20352.34,-3754.68,4350.71,0.8499999999999999,-0.019999999999999907,0.018571428571428794,6137.73,-841.71,906.77,0.9285714285714285,-0.022857142857142798,0.020000000000000018,5164.94,-967.92,1124.06,0.8728571428571429,-0.03142857142857158,0.029999999999999916,6912.53,-1945.04,2353.97
0.8845464072540308,0.97,-0.027142857142857246,0.01571428571428579,51887.52,-16925.98,28960.46,0.9114285714285714,-0.027142857142857246,0.024285714285714355,32179.26,-7695.68,9838.27,0.9285714285714285,-0.020000000000000018,0.017142857142857126,20659.27,-3842.89,4459.75,0.8742857142857142,-0.017142857142857237,0.01571428571428579,6310.05,-878.49,944.54,0.9414285714285714,-0.02000000000000013,0.017142857142857126,5232.38,-989.54,1141.89,0.8928571428571428,-0.027142857142857135,0.02571428571428569,7072.78,-2009.57,2448.67
0.906232724904502,0.9757142857142858,-0.02285714285714302,0.0128571428571429,52282.45,-16941.54,28902.61,0.9285714285714285,-0.022857142857142798,0.02000000000000013,32808.51,-7910.4,10073.4,0.9414285714285714,-0.01571428571428568,0.0128571428571429,20978.54,-3929.26,4550.17,0.8985714285714285,-0.0128571428571429,0.012857142857143011,6485.5,-917.09,986.57,0.9528571428571428,-0.01571428571428579,0.0128571428571429,5297.89,-1008.75,1164.38,0.9128571428571429,-0.02285714285714302,0.021428571428571352,7228.06,-2069.18,2541.78
0.9284507233909138,0.9814285714285715,-0.01714285714285735,0.009999999999999787,52636.3,-16914.56,28867.2,0.9457142857142857,-0.01714285714285735,0.01571428571428579,33434.2,-8102.72,10323.46,0.9557142857142857,-0.011428571428571566,0.010000000000000009,21290.02,-4012.8,4662.72,0.9228571428571428,-0.010000000000000009,0.010000000000000009,6659.37,-949.37,1037.32,0.9642857142857142,-0.011428571428571344,0.010000000000000009,5362.8,-1025.07,1189.45,0.9342857142857144,-0.01714285714285735,0.017142857142857126,7390.0,-2130.0,2637.37
0.9512134378682364,0.9885714285714285,-0.0128571428571429,0.008571428571428563,53023.78,-16996.64,28812.57,0.9642857142857142,-0.0128571428571429,0.012857142857143011,34091.37,-8330.64,10573.49,0.9699999999999999,-0.008571428571428452,0.0071428571428571175,21611.81,-4098.34,4781.46,0.9485714285714285,-0.0071428571428571175,0.0071428571428571175,6843.46,-988.37,1083.5,0.9757142857142856,-0.008571428571428674,0.0071428571428571175,5429.25,-1043.63,1218.65,0.9557142857142857,-0.014285714285714346,0.014285714285714346,7554.76,-2194.09,2734.66
0.9745342230727634,0.9942857142857142,-0.010000000000000009,0.0071428571428571175,53389.93,-16998.58,28787.89,0.9828571428571429,-0.01000000000000012,0.011428571428571344,34745.26,-8547.69,10831.59,0.9842857142857142,-0.0071428571428572285,0.005714285714285672,21949.14,-4208.02,4893.71,0.9742857142857142,-0.005714285714285672,0.005714285714285894,7030.17,-1029.54,1132.67,0.987142857142857,-0.0071428571428570065,0.005714285714285894,5494.97,-1060.65,1248.66,0.9771428571428571,-0.011428571428571566,0.011428571428571566,7728.21,-2268.0,2832.8
0.9984267611572479,0.9999999999999998,-0.008571428571428341,0.008571428571428674,53740.86,-16957.27,28726.13,0.9999999999999999,-0.009999999999999898,0.011428571428571455,35381.98,-8724.56,11183.67,0.9985714285714284,-0.005714285714285783,0.005714285714285783,22262.98,-4283.61,5015.66,0.9999999999999999,-0.005714285714285672,0.005714285714285894,7222.32,-1073.02,1186.61,0.9985714285714284,-0.005714285714285783,0.005714285714285783,5561.3,-1079.36,1279.13,1.0,-0.011428571428571455,0.011428571428571344,7896.12,-2337.23,2944.55
1.0229050697181337,1.0057142857142856,-0.0071428571428571175,0.010000000000000009,54126.09,-17003.72,28651.37,1.0171428571428571,-0.010000000000000009,0.012857142857143122,36062.74,-8950.63,11464.03,1.012857142857143,-0.0071428571428571175,0.0071428571428571175,22575.0,-4363.71,5156.63,1.0271428571428571,-0.0071428571428573395,0.0071428571428571175,7419.44,-1120.68,1243.25,1.0114285714285713,-0.005714285714285561,0.0071428571428571175,5626.81,-1097.66,1309.63,1.022857142857143,-0.011428571428571566,0.0128571428571429,8073.55,-2417.36,3058.54
1.0479835100195865,0.8642857142857142,-0.005714285714285783,0.008571428571428674,54500.17,-16977.99,28615.78,0.88,-0.008571428571428674,0.011428571428571455,36738.4,-9191.93,11739.66,0.8742857142857142,-0.005714285714285672,0.005714285714285783,22914.87,-4475.35,5282.98,0.8914285714285713,-0.005714285714285672,0.005714285714285783,7619.65,-1165.43,1298.79,0.8714285714285714,-0.004285714285714337,0.005714285714285672,5693.68,-1115.59,1339.59,0.8857142857142857,-0.010000000000000009,0.011428571428571455,8253.32,-2489.45,3173.14
1.0736767954191546,0.7228571428571429,-0.004285714285714337,0.008571428571428563,54828.83,-16975.05,28583.12,0.74,-0.0071428571428572285,0.009999999999999898,37410.84,-9413.06,12058.54,0.7342857142857142,-0.005714285714285672,0.005714285714285672,23243.56,-4582.93,5436.26,0.7528571428571428,-0.005714285714285672,0.005714285714285783,7822.02,-1207.89,1359.83,0.73,-0.004285714285714226,0.005714285714285561,5762.5,-1137.89,1366.48,0.7457142857142858,-0.008571428571428674,0.009999999999999898,8437.92,-2567.3,3293.81
1.1,0.58,-0.004285714285714337,0.008571428571428563,55157.56,-16941.4,28594.43,0.5971428571428572,-0.0071428571428572285,0.010000000000000009,38104.09,-9647.44,12406.95,0.5914285714285714,-0.005714285714285783,0.005714285714285672,23585.92,-4699.19,5551.35,0.61,-0.005714285714285672,0.005714285714285672,8036.87,-1264.38,1417.9,0.5871428571428571,-0.004285714285714337,0.005714285714285672,5828.38,-1158.64,1398.7,0.6028571428571429,-0.008571428571428563,0.009999999999999898,8625.21,-2656.54,3420.09
